Symbol	log2FoldChange	foldChange	pvalue	padj	qvalue
TMED9	0.0900507738	1.0644076422	0.0091623181	0.0949452589	0.0610113232
RDH14	0.0667226869	1.0473347903	0.0091696361	0.0949452589	0.0610113232
NANS	0.0943882794	1.0676126311	0.0091898977	0.0949452589	0.0610113232
PSMD8	0.0739080791	1.0525640887	0.0092514869	0.0949452589	0.0610113232
CHMP1A	0.0965681223	1.0692269618	0.0092563951	0.0949452589	0.0610113232
PREPL	-0.0782864108	0.9471820128	0.009262126	0.0949452589	0.0610113232
GABRA1	-0.1154766106	0.9230773113	0.0092957236	0.0949452589	0.0610113232
HNRNPH1	-0.0867260687	0.9416572445	0.0093313034	0.0949452589	0.0610113232
KCNC2	-0.1592575422	0.8954857985	0.0093359471	0.0949452589	0.0610113232
STRIP1	0.0495834719	1.0349660702	0.0093660559	0.0949452589	0.0610113232
PAM16	-0.0627738392	0.9574215344	0.0093664378	0.0949452589	0.0610113232
TPMT	0.2726871445	1.2080558422	0.0094637407	0.0956590606	0.0614700085
DNAJC16	-0.0959883974	0.9356310224	0.0095837514	0.0965976984	0.0620731722
UPF2	0.122639015	1.0887245652	0.009637232	0.0968271614	0.0622206239
NDUFB6	-0.1139994061	0.9240229528	0.009660945	0.0968271614	0.0622206239
NID1	0.1527722679	1.1117036592	0.0098609122	0.0984340986	0.0632532333
OSBPL3	-0.1030190736	0.9310825101	0.0098766085	0.0984340986	0.0632532333
PSMD9	0.0728325281	1.0517796787	0.0099286047	0.0985959795	0.0633572571
ATP5L	-0.0956179377	0.9358713075	0.0099755384	0.0985959795	0.0633572571
PDIA6	-0.0787606627	0.9468707003	0.0099769952	0.0985959795	0.0633572571
RPL4	-0.0661842123	0.9551609677	0.0100226089	0.0985959795	0.0633572571
MKKS	-0.0793005431	0.9465164318	0.0100475653	0.0985959795	0.0633572571
DGKG	0.2151172323	1.1607982362	0.0100650241	0.0985959795	0.0633572571
GFER	-0.1491034759	0.9018106946	0.0100868287	0.0985959795	0.0633572571
CIAPIN1	-0.0936977063	0.9371177844	0.0102397763	0.0998167786	0.0641417361
WDR1	0.0510395305	1.0360111503	0.0103082128	0.1000898641	0.0643172195
MAP2K7	-0.0859563198	0.9421597991	0.0103240529	0.1000898641	0.0643172195
DPP6	0.0873503548	1.0624171605	0.0103950255	0.1003844108	0.0645064936
SLC25A46	-0.0781534458	0.9472693132	0.0104108622	0.1003844108	0.0645064936
MRRF	-0.0725917805	0.9509281341	0.01052925	0.1012515442	0.0650637089
OCRL	0.0949178539	1.0680045949	0.0105992619	0.1016500638	0.0653197956
GGT7	0.1842270386	1.1362080571	0.0106561498	0.1018100373	0.0654225937
GMDS	0.0655110971	1.0464555973	0.0106775914	0.1018100373	0.0654225937
RPS19	-0.0825624483	0.9443787942	0.0107017858	0.1018100373	0.0654225937
ITPK1	-0.0827247087	0.9442725856	0.0108450994	0.1023232413	0.0657523759
KIAA1244	0.0437131886	1.0307633801	0.0108572723	0.1023232413	0.0657523759
RAB8A	0.0668300316	1.0474127208	0.0108676508	0.1023232413	0.0657523759
ME1	0.087898299	1.0628207495	0.0108707659	0.1023232413	0.0657523759
LCMT1	0.0489372009	1.0345025497	0.0109427493	0.1027290289	0.0660131328
BCAS1	-0.1919720497	0.8754082894	0.011041078	0.1031309202	0.0662713861
EGFR	-0.1123885497	0.9250552566	0.0110435302	0.1031309202	0.0662713861
AK1	0.0744677564	1.0529724984	0.0111674495	0.1040151451	0.0668395843
RGS6	-0.0755210515	0.9489993133	0.0112254081	0.1042819893	0.067011057
PCSK2	0.1109221624	1.0799182935	0.0113475081	0.1051417545	0.0675635376
TSSC1	0.0776896308	1.0553266592	0.0114394005	0.1055346459	0.0678160076
PTGES2	0.0529304442	1.0373699213	0.0114492336	0.1055346459	0.0678160076
BASP1	-0.125829419	0.9164770004	0.011483317	0.1055753022	0.0678421331
PDHB	-0.063646564	0.9568425397	0.0115591087	0.1056247895	0.0678739333
PICALM	-0.0626709256	0.9574898339	0.0116039721	0.1056247895	0.0678739333
CORO7	-0.0977555788	0.9344856539	0.0116430439	0.1056247895	0.0678739333
RAB27B	0.1879393472	1.1391354855	0.0116536444	0.1056247895	0.0678739333
PABPC4	-0.0552021696	0.962459561	0.0116595822	0.1056247895	0.0678739333
NDUFA2	-0.0994192751	0.9334086388	0.0116668191	0.1056247895	0.0678739333
AHNAK	0.1384791376	1.10074412	0.0117778082	0.106358989	0.0683457261
ABI2	0.0949688158	1.0680423218	0.0118346615	0.1066018372	0.0685017791
ATL3	0.0810362686	1.0577775552	0.0119294229	0.1071840574	0.0688759107
TRAPPC2L	0.0687031639	1.048773519	0.0119662279	0.1072439264	0.0689143822
CHCHD4	-0.1092018577	0.9271008201	0.0120226956	0.1074792739	0.0690656153
ENTPD3	0.1349762238	1.0980747169	0.0120681578	0.107615302	0.0691530262
RPL11	-0.0631293684	0.9571856222	0.0122319141	0.1085712841	0.0697673353
ATP1B1	-0.0813798101	0.9451532589	0.0122363926	0.1085712841	0.0697673353
C1orf123	0.1151666077	1.0831001186	0.0122970053	0.1086767936	0.0698351351
PLCXD3	0.1332481559	1.0967602245	0.0123093726	0.1086767936	0.0698351351
TRIM28	-0.0446345067	0.9695354085	0.0123612511	0.1087060941	0.0698539634
RAP2A	0.1019147463	1.0731968657	0.0123843235	0.1087060941	0.0698539634
PTPRE	-0.0700272829	0.9526199828	0.0124043491	0.1087060941	0.0698539634
MAGI1	-0.05752821	0.960909049	0.0125122908	0.1093826304	0.0702887021
PTPRT	0.104522526	1.075138504	0.0125623825	0.1095332607	0.0703854964
MACROD2	0.0933571429	1.0668498496	0.0125990342	0.1095332607	0.0703854964
MYBBP1A	-0.094094403	0.9368601413	0.0126218766	0.1095332607	0.0703854964
TACO1	-0.0635782685	0.9568878366	0.0126604747	0.1096008975	0.0704289594
NCDN	0.0539821366	1.0381264164	0.0127171772	0.1098245542	0.0705726801
NDUFS3	-0.0915230059	0.9385314492	0.012766227	0.1099811999	0.0706733398
GNG7	-0.1421084399	0.9061938218	0.0128147006	0.110024798	0.0707013557
PAIP1	0.0662772645	1.0470114827	0.0128331341	0.110024798	0.0707013557
TBC1D10B	0.0484549162	1.0341567792	0.0129200566	0.1105037531	0.0710091297
KPNA1	0.0478598193	1.0337302881	0.013007806	0.1109874671	0.0713199618
OTUD7B	-0.0603544986	0.9590284382	0.0131938257	0.1115552694	0.0716848285
LPHN3	0.078602122	1.0559943546	0.0131981797	0.1115552694	0.0716848285
INPP4A	0.0549168802	1.0387992519	0.013235584	0.1115552694	0.0716848285
ALDOA	0.0455080232	1.0320465349	0.0132511576	0.1115552694	0.0716848285
IMMT	-0.062688806	0.957477967	0.0132605947	0.1115552694	0.0716848285
ATP1A3	-0.0819361163	0.9447888761	0.013262473	0.1115552694	0.0716848285
DOC2A	0.1007721521	1.0723472453	0.0133010966	0.1116162776	0.0717240321
RRAGC	0.1090232268	1.0784977949	0.0133685662	0.1118587285	0.0718798297
C2CD4C	0.1729954975	1.1273968937	0.0134107334	0.1118587285	0.0718798297
VPS33B	0.0489049119	1.0344793967	0.013424305	0.1118587285	0.0718798297
APOO	-0.1128863398	0.924736129	0.0136422168	0.1134088957	0.072875959
EVL	-0.0871951669	0.9413511105	0.0137058681	0.113476185	0.0729191988
HAGH	0.0656444247	1.0465523106	0.0137140977	0.113476185	0.0729191988
CNPY3	-0.209173278	0.8650327877	0.0137471744	0.1134859546	0.0729254766
FKBP8	-0.0729985571	0.950660052	0.0138042123	0.1136930265	0.07305854
AFG3L2	-0.0459451462	0.9686550185	0.0138488493	0.1137972417	0.0731255081
SYN2	0.154340528	1.1129127771	0.0139912327	0.1143887571	0.0735056128
OGDHL	-0.0700265034	0.9526204975	0.014000489	0.1143887571	0.0735056128
EXOC1	0.0452210489	1.0318412653	0.0140172845	0.1143887571	0.0735056128
USP9X	0.044254403	1.0311501345	0.0141054099	0.114844504	0.0737984733
AP3D1	0.0490618812	1.0345919571	0.0141758098	0.1151541807	0.07399747
CLTA	-0.0900084992	0.9395172143	0.0143221798	0.1158342639	0.0744344878
GSTM1	-1.0313562498	0.489249998	0.0143330807	0.1158342639	0.0744344878
AIFM1	-0.081355012	0.945169505	0.0143912348	0.1158342639	0.0744344878
PHPT1	0.1507963527	1.110182112	0.0144104488	0.1158342639	0.0744344878
RABGAP1	0.0466388684	1.0328558136	0.0144425128	0.1158342639	0.0744344878
SMYD3	0.1020285547	1.0732815292	0.014454866	0.1158342639	0.0744344878
RAB39B	0.0658380087	1.0466927487	0.0145306209	0.115992044	0.0745358765
SQRDL	-0.1194847613	0.9205163417	0.0145397559	0.115992044	0.0745358765
ATP2A2	-0.0580212788	0.9605806959	0.0146361564	0.1164998762	0.0748622068
PPAT	-0.0830108424	0.944085324	0.0147335121	0.1170130271	0.0751919549
RNF214	-0.0499612381	0.9659622818	0.0148211465	0.1172398814	0.0753377303
UCHL1	0.0894096747	1.0639347501	0.0148467139	0.1172398814	0.0753377303
FAHD2B	-0.1168244262	0.9222153433	0.0148609293	0.1172398814	0.0753377303
IDH3A	-0.0793949953	0.9464544661	0.0149834008	0.1179445576	0.0757905514
COQ5	-0.1181862216	0.9213452522	0.0150475159	0.1181877743	0.0759468412
COA6	-0.1208241762	0.9196621202	0.0151179058	0.1181892494	0.0759477891
HDHD2	-0.0729187399	0.9507126488	0.0151315214	0.1181892494	0.0759477891
ZC3H7A	0.0742037641	1.0527798373	0.0151606524	0.1181892494	0.0759477891
PPP1R9A	-0.0483355832	0.9670513591	0.0151805753	0.1181892494	0.0759477891
AHCY	0.0599243675	1.0424111116	0.0153116435	0.1188069505	0.0763447206
ATP5D	-0.0913920066	0.9386166734	0.0153266977	0.1188069505	0.0763447206
NUCKS1	-0.1840729644	0.8802144956	0.0154747015	0.1196934517	0.0769143816
SLC25A4	-0.0615100613	0.9582605879	0.0155676155	0.120150924	0.0772083509
RALY	-0.1129471859	0.9246971287	0.015686666	0.1208077003	0.0776303919
CSNK2A2	0.07572729	1.0538921892	0.0159607455	0.1223185811	0.0786012759
RAPGEF2	0.0741024338	1.052705896	0.0159744257	0.1223185811	0.0786012759
PSMC4	0.047983701	1.0338190565	0.0159859866	0.1223185811	0.0786012759
FABP5	0.0796738879	1.0567791353	0.0161174479	0.1228827072	0.0789637804
HEBP2	0.0939973264	1.0673233601	0.0161580859	0.1228827072	0.0789637804
ZPR1	-0.0891256343	0.9400923329	0.0162308052	0.1228827072	0.0789637804
PREP	-0.0520196582	0.964585041	0.0162534385	0.1228827072	0.0789637804
PHACTR1	0.0958127889	1.0686673068	0.0162656959	0.1228827072	0.0789637804
GGCT	0.1236498919	1.0894876871	0.0162669351	0.1228827072	0.0789637804
ASAP1	-0.0496891889	0.9661444505	0.0163668892	0.12337583	0.0792806585
FTH1	-0.1557114345	0.8976895871	0.0165755675	0.1246847131	0.0801217399
RMND1	-0.0834468759	0.9438000311	0.0166708855	0.1251371533	0.0804124755
WIPI2	0.0864931853	1.0617861185	0.0167590632	0.1253221995	0.0805313853
IARS2	-0.0561914657	0.961799802	0.0168036321	0.1253221995	0.0805313853
SPTA1	0.2178631245	1.1630096959	0.0168298849	0.1253221995	0.0805313853
CCT7	0.0378606016	1.0265903481	0.0168431926	0.1253221995	0.0805313853
HDAC11	-0.1187589043	0.9209795936	0.0168716508	0.1253221995	0.0805313853
TSC22D1	-0.0658697212	0.9553692046	0.0169258687	0.1254630019	0.0806218642
RPL18A	-0.1162860934	0.9225595265	0.0169664426	0.1254860245	0.0806366583
C14orf2	-0.1131808639	0.9245473647	0.0170032965	0.1254860245	0.0806366583
COL6A2	-0.3916673887	0.7622481301	0.0170347807	0.1254860245	0.0806366583
CAPZA2	0.0689698799	1.0489674273	0.0173958499	0.1278810618	0.0821756967
EPN1	0.07060942	1.0501601963	0.0174724059	0.1280678324	0.0822957145
ADAM22	-0.0778647229	0.9474589068	0.0175064793	0.1280678324	0.0822957145
NGLY1	0.1175460499	1.0848879536	0.0175393055	0.1280678324	0.0822957145
RPS11	-0.0542703456	0.963081406	0.0175652339	0.1280678324	0.0822957145
CDH13	0.138179321	1.1005153904	0.0176143285	0.1281631506	0.0823569655
C11orf58	-0.0858507537	0.9422287421	0.0178153361	0.1293611551	0.0831267969
HSP90B1	-0.0449858116	0.9692993496	0.0179123639	0.1294020164	0.0831530541
TINAGL1	-0.1393282923	0.9079417876	0.0179172468	0.1294020164	0.0831530541
ARPP19	0.1653673784	1.1214516163	0.0179300714	0.1294020164	0.0831530541
DLG2	0.0577472348	1.0408392231	0.01824784	0.1314287747	0.0844554383
PGM2	0.1165063865	1.0841064218	0.0185183104	0.1331073704	0.0855340951
TMEM11	0.1102246256	1.0793962839	0.0185985178	0.1334143678	0.08573137
ABCB1	-0.0870034317	0.9414762251	0.018643905	0.1334708528	0.085767667
PALM	-0.074597089	0.949607287	0.0187365066	0.1338644384	0.086020583
ATP5C1	-0.0730247127	0.950642817	0.0188356252	0.1343029149	0.0863023457
GSK3B	-0.051867166	0.9646870026	0.0190743255	0.1357283554	0.0872183262
PNMAL2	-0.1507013726	0.9008124222	0.0191295794	0.1357283554	0.0872183262
VPS26A	0.0859960077	1.0614202718	0.0191678354	0.1357283554	0.0872183262
RNMT	-0.0608512271	0.9586982958	0.0191881289	0.1357283554	0.0872183262
SLC17A7	0.093390909	1.0668748194	0.0193598317	0.1364603993	0.0876887338
CCDC6	0.0542738188	1.0383363247	0.0193683254	0.1364603993	0.0876887338
SERAC1	-0.0785551608	0.947005585	0.0196547734	0.1382049088	0.0888097464
IPCEF1	-0.0800532339	0.9460227388	0.019821556	0.1391027538	0.0893866969
EHD1	0.0577078769	1.0408108285	0.0199254611	0.1395566742	0.0896783837
NEMF	-0.0437853325	0.9701062477	0.0199965824	0.1396055769	0.0897098083
ELFN2	0.0924536042	1.0661819064	0.0200109174	0.1396055769	0.0897098083
MXD3	-0.1157824857	0.9228816245	0.020135081	0.1401969042	0.0900897922
SRPRB	-0.0764161211	0.9484107226	0.0202626253	0.1407451602	0.0904420986
MPP6	0.0811321763	1.0578478767	0.020299484	0.1407451602	0.0904420986
DHRS4	0.2326075353	1.1749566547	0.0203324936	0.1407451602	0.0904420986
STOM	0.1551741462	1.1135560263	0.02040024	0.1409399108	0.0905672443
LDHB	-0.0554824162	0.9622726194	0.0205587718	0.1417500362	0.0910878266
ABCB7	-0.0754825177	0.9490246611	0.0206413811	0.1417500362	0.0910878266
RPS18	-0.0504926459	0.9656065411	0.0206923044	0.1417500362	0.0910878266
P4HB	-0.0377267138	0.9741887893	0.0207894202	0.1417500362	0.0910878266
ENPP6	-0.1338007769	0.9114271317	0.020813967	0.1417500362	0.0910878266
RPL18	-0.0529735859	0.9639474564	0.0208211286	0.1417500362	0.0910878266
GUCY1A3	0.0670705403	1.0475873474	0.020860881	0.1417500362	0.0910878266
RPS6KA5	0.115623638	1.0834432875	0.0208762034	0.1417500362	0.0910878266
BIRC2	0.0779894216	1.0555459779	0.0208874442	0.1417500362	0.0910878266
MDH2	-0.0586764604	0.9601445595	0.0209158991	0.1417500362	0.0910878266
HCFC1	-0.0622973257	0.9577378172	0.021094129	0.1426861422	0.0916893634
EIF3J	-0.0427266587	0.9708183892	0.0211360906	0.1426986915	0.0916974275
RIMS3	-0.0714999306	0.9516480811	0.0212163962	0.1427958436	0.091759857
ADH5	0.0816629132	1.0582371081	0.0212474918	0.1427958436	0.091759857
ATXN2L	-0.0691802917	0.9531794203	0.0212708817	0.1427958436	0.091759857
PRPF3	-0.058811189	0.9600548989	0.0213118135	0.1428011913	0.0917632933
LY6H	0.1403616622	1.1021813817	0.0213847017	0.143020242	0.0919040541
NDEL1	0.0607979531	1.0430425071	0.0216010414	0.1441092824	0.0926038658
STXBP5	0.0737908004	1.0524785278	0.0216574339	0.1441092824	0.0926038658
TCEAL3	-0.1309482813	0.9132309876	0.0216690461	0.1441092824	0.0926038658
MTFR1L	-0.0744652584	0.9496940642	0.0217236123	0.1442026351	0.0926638537
RPS23	-0.0564258603	0.9616435511	0.021842995	0.1447250952	0.0929995839
ARHGAP26	-0.1024256973	0.9314655404	0.0218873855	0.1447496608	0.0930153695
CAMK4	-0.0941393753	0.9368309375	0.0220329133	0.145136922	0.0932642216
KCNAB2	-0.0774926907	0.9477032624	0.0220508462	0.145136922	0.0932642216
BPNT1	0.0457192861	1.032197675	0.0220683178	0.145136922	0.0932642216
SLC25A13	-0.0884429108	0.940537316	0.022353482	0.1467411236	0.0942950731
PITPNM2	0.103795699	1.0745969877	0.0224347428	0.1468510721	0.0943657254
GPD1	0.141524779	1.1030703309	0.0224686887	0.1468510721	0.0943657254
HDGFRP2	-0.0790468448	0.9466828916	0.0224940512	0.1468510721	0.0943657254
MYCBP2	0.0548969217	1.0387848811	0.0225366305	0.1468595809	0.0943711931
BCL2L13	-0.128959863	0.914490531	0.022609402	0.1470644465	0.0945028387
RBM26	-0.0496539887	0.9661680237	0.022726897	0.1474949087	0.0947794514
HDAC2	0.0484289412	1.0341381599	0.0227584893	0.1474949087	0.0947794514
LRRC4B	0.1190698191	1.0860344136	0.0228492229	0.1478137002	0.0949843051
SLC12A5	-0.0776377857	0.9476079546	0.0231214593	0.1491298039	0.0958300265
ATP5O	-0.059486334	0.9596057225	0.0231396222	0.1491298039	0.0958300265
RAB12	0.0694057244	1.0492843729	0.0232492382	0.1491298039	0.0958300265
PSMC5	0.0386999116	1.0271877565	0.0232579211	0.1491298039	0.0958300265
SMAP2	-0.052839556	0.9640370136	0.0232653704	0.1491298039	0.0958300265
DOCK9	0.0537310516	1.0379457578	0.0233041515	0.1491298039	0.0958300265
ACO2	-0.0569610939	0.9612868517	0.0234992535	0.1498643212	0.0963020234
TFRC	-0.1421870722	0.9061444322	0.0235031735	0.1498643212	0.0963020234
TCOF1	-0.0532966875	0.9637315978	0.0237087659	0.1509048106	0.0969706364
PRNP	0.1388986254	1.1010642263	0.0238156057	0.1513141521	0.0972336771
KRT2	-0.3152251421	0.8037255543	0.0239040853	0.1515583389	0.0973905902
ATP2B1	-0.0503754941	0.9656849548	0.0239815131	0.1515583389	0.0973905902
RDH13	-0.1099183892	0.9266404789	0.0240379907	0.1515583389	0.0973905902
ANKRD29	-0.1163781152	0.9225006832	0.0240606279	0.1515583389	0.0973905902
ELAVL4	-0.1326678012	0.9121431738	0.0240670212	0.1515583389	0.0973905902
SCFD1	0.0414647407	1.0291581811	0.0241507217	0.1518167276	0.0975566295
PTPN11	0.0461647468	1.0325164357	0.0242297727	0.1520450288	0.0977033346
RHOB	-0.0436874574	0.9701720637	0.024289849	0.1521536665	0.0977731447
MTMR1	0.0496009842	1.0349786333	0.024370583	0.152391097	0.0979257162
SLC30A9	-0.0779096861	0.9474293786	0.0244506118	0.1526232926	0.0980749239
TAX1BP3	0.1152720065	1.0831792495	0.0246493934	0.1533355983	0.0985326478
GLCCI1	-0.0852281842	0.9426354319	0.0246715556	0.1533355983	0.0985326478
EEF1G	-0.0443292154	0.9697405954	0.0246940129	0.1533355983	0.0985326478
AKR1C2	0.1416772616	1.1031869238	0.0247439871	0.1533782339	0.0985600452
LOC100996825	-0.0882034301	0.9406934538	0.0248721019	0.1539042408	0.0988980545
NOMO1	-0.0626737728	0.9574879442	0.0249193076	0.1539271851	0.0989127984
SLC9A1	-0.0613227987	0.9583849787	0.0249623344	0.1539271851	0.0989127984
HNRNPA2B1	-0.060076189	0.9592134618	0.0250842105	0.1544111091	0.0992237654
DNAJA4	0.1089204615	1.0784209747	0.0251692094	0.1546667481	0.0993880377
UFC1	0.0616957223	1.04369178	0.0254626434	0.1562001471	0.1003733917
NARS2	-0.0664289125	0.9549989735	0.0255140905	0.1562463577	0.1004030865
WASF2	0.1108927294	1.0798962619	0.0256974828	0.157099044	0.1009510182
EEA1	-0.0445426756	0.9695971239	0.0259991165	0.158670423	0.1019607781
CTPS2	-0.140038757	0.9074947757	0.0261054599	0.1587734098	0.1020269568
MRPL37	-0.0838294243	0.9435498041	0.0261591595	0.1587734098	0.1020269568
ZNF512	0.0525894253	1.0371247406	0.0261708872	0.1587734098	0.1020269568
SUCLG2	-0.1010181499	0.9323747566	0.0261944889	0.1587734098	0.1020269568
XRN2	0.0945317275	1.0677187897	0.0262644789	0.1589268981	0.1021255876
PLEC	0.0787109506	1.0560740157	0.0263180174	0.1589804853	0.1021600224
GRK6	0.1441262194	1.1050611609	0.026365165	0.1589953509	0.102169575
KRT1	-0.3603044983	0.7790001449	0.0265731999	0.1599787567	0.1028015064
UBE2F	0.082782039	1.0590583211	0.0266819456	0.1603620989	0.10304784
PIN4	0.1072633603	1.0771829953	0.0267776798	0.160666079	0.103243176
MXRA7	-0.1158393352	0.922845259	0.026837514	0.1607539979	0.1032996723
MRPS36	-0.1544874774	0.8984514943	0.026962441	0.1610889353	0.1035149013
TCEB1	-0.0705398073	0.9522816201	0.0269839813	0.1610889353	0.1035149013
LAMB2	-0.0825863149	0.9443631714	0.0271049315	0.1612301307	0.1036056327
NDUFB10	-0.0634540532	0.9569702277	0.0271267998	0.1612301307	0.1036056327
UPF1	0.0650233871	1.0461018977	0.0271435774	0.1612301307	0.1036056327
METAP1	0.0630846722	1.0446970746	0.0272168144	0.1613957095	0.1037120328
USP24	0.0500221206	1.0352807975	0.027322956	0.1617555367	0.1039432559
FSD1L	0.0649430266	1.0460436297	0.027414408	0.1620273482	0.1041179205
SERPINB9	-0.1039922108	0.9304546813	0.0275152411	0.1623536115	0.1043275756
LTA4H	0.0593207209	1.0419750414	0.0276134931	0.1626635903	0.1045267663
PRKAG2	0.0519458846	1.0366622152	0.027988764	0.1643979691	0.105641269
TXNL1	0.0448848773	1.0316008574	0.0280003286	0.1643979691	0.105641269
BIRC6	-0.0716177723	0.951570352	0.0280570665	0.1644597079	0.105680942
HNRNPUL1	-0.0733065074	0.9504571506	0.0282713532	0.1650703299	0.1060733245
RAE1	0.071952337	1.0511381816	0.0282945805	0.1650703299	0.1060733245
CCAR2	-0.051689668	0.9648056975	0.0283004219	0.1650703299	0.1060733245
ALDH5A1	-0.0652438946	0.955783724	0.0288149657	0.1672753286	0.1074902451
CD9	-0.1267378981	0.9159000676	0.0288247096	0.1672753286	0.1074902451
LRPPRC	-0.0616624491	0.9581593749	0.0288426817	0.1672753286	0.1074902451
H1FX	-0.0767314012	0.9482034838	0.02888686	0.1672753286	0.1074902451
C4BPA	0.2441583063	1.1844015686	0.0289135265	0.1672753286	0.1074902451
GPI	0.0506291641	1.0357165048	0.0291088609	0.1680205184	0.1079691001
PSD	0.1831381709	1.1353508326	0.029136779	0.1680205184	0.1079691001
LIMCH1	-0.0438659483	0.970052041	0.0292400285	0.1683418131	0.1081755624
CUL4A	0.0526831265	1.0371921027	0.0292871226	0.1683418131	0.1081755624
KIAA1045	-0.0679299427	0.9540058759	0.0295213385	0.1692235864	0.1087421853
PLEKHA2	0.0882593195	1.0630867434	0.0295356513	0.1692235864	0.1087421853
SRSF11	-0.1369343973	0.9094496057	0.029604656	0.1693462476	0.1088210067
GNG2	0.1532912652	1.1121036571	0.0297291468	0.1697854	0.1091032037
PPP2R5C	0.0596948906	1.0422453175	0.0297929442	0.1698770761	0.1091621143
KCTD12	0.0798698912	1.0569227181	0.0304366525	0.1725305146	0.1108671999
ZADH2	-0.1232528441	0.918115241	0.0304808945	0.1725305146	0.1108671999
PNPO	0.0671302514	1.0476307065	0.0304817237	0.1725305146	0.1108671999
STIP1	0.0533439188	1.0376672728	0.0305225441	0.1725305146	0.1108671999
HIBADH	-0.1190653809	0.9207839677	0.0305387242	0.1725305146	0.1108671999
DDX46	-0.0716855089	0.9515256755	0.0305889428	0.1725305146	0.1108671999
HPCAL1	0.2079492689	1.1550451677	0.0305977388	0.1725305146	0.1108671999
HAPLN4	-0.1052499533	0.9296438637	0.0307016523	0.1728425297	0.1110676991
GC	0.1632609401	1.1198154112	0.0307580738	0.1728866138	0.1110960274
PSMD12	0.0497059274	1.0350539215	0.0309037242	0.1733449947	0.1113905805
